sample	variable	value	description
187	whole_tree_age	25.8143	whole_tree_age
187	island_ori_age	8.11499	island_origin_age
187	island_ori_region	1	island_origin_region
187	rho_d_2	0.05	base_dispersal_rate
187	rho_e_2	0.05	base_extinction_rate
187	rho_w_2	0.05	base_w_speciation_rate
187	rho_b_2	0.25	base_b_speciation_rate
187	sigma_d_1	0	long-distance?
187	sigma_e_1	0	high-island?
187	sigma_w_1	0	high-island?
187	sigma_b_1	0	long-distance?
187	sigma_d_2	1.5	old-to-young?
187	sigma_e_2	1.5	net-growth?
187	sigma_w_2	-1.5	net-growth?
187	sigma_b_2	0	old-to-young?
187	phi_d_1	0	distance
187	phi_e_1	0	elevation
187	phi_w_1	0.5	elevation
187	phi_b_1	0	distance
187	phi_d_2	0	age-diff
187	phi_e_2	1	age
187	phi_w_2	-0.5	age
187	phi_b_2	0	age-diff
