sample	variable	value	description
304	whole_tree_age	21.554	whole_tree_age
304	island_ori_age	10.345	island_origin_age
304	island_ori_region	1	island_origin_region
304	rho_d_2	0.05	base_dispersal_rate
304	rho_e_2	0.05	base_extinction_rate
304	rho_w_2	0.05	base_w_speciation_rate
304	rho_b_2	0.2	base_b_speciation_rate
304	sigma_d_1	0	long-distance?
304	sigma_e_1	-1	high-island?
304	sigma_w_1	1	high-island?
304	sigma_b_1	0	long-distance?
304	sigma_d_2	0	old-to-young?
304	sigma_e_2	0	net-growth?
304	sigma_w_2	-1	net-growth?
304	sigma_b_2	0	old-to-young?
304	phi_d_1	0	distance
304	phi_e_1	0	elevation
304	phi_w_1	1	elevation
304	phi_b_1	1	distance
304	phi_d_2	-1	age-diff
304	phi_e_2	0	age
304	phi_w_2	0	age
304	phi_b_2	0	age-diff
