sample	variable	value	description
155	whole_tree_age	25.5576	whole_tree_age
155	island_ori_age	14.729	island_origin_age
155	island_ori_region	1	island_origin_region
155	rho_d_2	0.025	base_dispersal_rate
155	rho_e_2	0.025	base_extinction_rate
155	rho_w_2	0.025	base_w_speciation_rate
155	rho_b_2	0.15	base_b_speciation_rate
155	sigma_d_1	-1	long-distance?
155	sigma_e_1	-1	high-island?
155	sigma_w_1	1	high-island?
155	sigma_b_1	0	long-distance?
155	sigma_d_2	1	old-to-young?
155	sigma_e_2	0	net-growth?
155	sigma_w_2	-1	net-growth?
155	sigma_b_2	-1	old-to-young?
155	phi_d_1	0	distance
155	phi_e_1	-1	elevation
155	phi_w_1	0	elevation
155	phi_b_1	0	distance
155	phi_d_2	0	age-diff
155	phi_e_2	1	age
155	phi_w_2	-1	age
155	phi_b_2	-1	age-diff
