sample	variable	value	description
113	whole_tree_age	28.7709	whole_tree_age
113	island_ori_age	6.80259	island_origin_age
113	island_ori_region	2	island_origin_region
113	rho_d_2	0.025	base_dispersal_rate
113	rho_e_2	0.025	base_extinction_rate
113	rho_w_2	0.025	base_w_speciation_rate
113	rho_b_2	0.15	base_b_speciation_rate
113	sigma_d_1	0	long-distance?
113	sigma_e_1	-1	high-island?
113	sigma_w_1	1	high-island?
113	sigma_b_1	0	long-distance?
113	sigma_d_2	1	old-to-young?
113	sigma_e_2	1	net-growth?
113	sigma_w_2	0	net-growth?
113	sigma_b_2	0	old-to-young?
113	phi_d_1	-1	distance
113	phi_e_1	-1	elevation
113	phi_w_1	0	elevation
113	phi_b_1	1	distance
113	phi_d_2	1	age-diff
113	phi_e_2	0	age
113	phi_w_2	0	age
113	phi_b_2	-1	age-diff
