sample	variable	value	description
25	whole_tree_age	25.8307	whole_tree_age
25	island_ori_age	6.15955	island_origin_age
25	island_ori_region	2	island_origin_region
25	rho_d_2	0.025	base_dispersal_rate
25	rho_e_2	0.025	base_extinction_rate
25	rho_w_2	0.025	base_w_speciation_rate
25	rho_b_2	0.15	base_b_speciation_rate
25	sigma_d_1	-1	long-distance?
25	sigma_e_1	-1	high-island?
25	sigma_w_1	1	high-island?
25	sigma_b_1	1	long-distance?
25	sigma_d_2	1	old-to-young?
25	sigma_e_2	0	net-growth?
25	sigma_w_2	0	net-growth?
25	sigma_b_2	-1	old-to-young?
25	phi_d_1	0	distance
25	phi_e_1	0	elevation
25	phi_w_1	0	elevation
25	phi_b_1	1	distance
25	phi_d_2	1	age-diff
25	phi_e_2	1	age
25	phi_w_2	-1	age
25	phi_b_2	-1	age-diff
