sample	variable	value	description
129	whole_tree_age	8.0066	whole_tree_age
129	island_ori_age	7.78454	island_origin_age
129	island_ori_region	1	island_origin_region
129	rho_d_2	0.05	base_dispersal_rate
129	rho_e_2	0.05	base_extinction_rate
129	rho_w_2	0.05	base_w_speciation_rate
129	rho_b_2	0.2	base_b_speciation_rate
129	sigma_d_1	0	long-distance?
129	sigma_e_1	0	high-island?
129	sigma_w_1	0	high-island?
129	sigma_b_1	1	long-distance?
129	sigma_d_2	1	old-to-young?
129	sigma_e_2	-1	net-growth?
129	sigma_w_2	0	net-growth?
129	sigma_b_2	0	old-to-young?
129	phi_d_1	0	distance
129	phi_e_1	-1	elevation
129	phi_w_1	0	elevation
129	phi_b_1	1	distance
129	phi_d_2	0	age-diff
129	phi_e_2	0	age
129	phi_w_2	-1	age
129	phi_b_2	1	age-diff
