sample	variable	value	description
211	whole_tree_age	10.6252	whole_tree_age
211	island_ori_age	1.36679	island_origin_age
211	island_ori_region	5	island_origin_region
211	rho_d_2	0.025	base_dispersal_rate
211	rho_e_2	0.025	base_extinction_rate
211	rho_w_2	0.025	base_w_speciation_rate
211	rho_b_2	0.15	base_b_speciation_rate
211	sigma_d_1	-1	long-distance?
211	sigma_e_1	0	high-island?
211	sigma_w_1	0	high-island?
211	sigma_b_1	0	long-distance?
211	sigma_d_2	0	old-to-young?
211	sigma_e_2	0	net-growth?
211	sigma_w_2	0	net-growth?
211	sigma_b_2	-1	old-to-young?
211	phi_d_1	0	distance
211	phi_e_1	-1	elevation
211	phi_w_1	0	elevation
211	phi_b_1	0	distance
211	phi_d_2	1	age-diff
211	phi_e_2	0	age
211	phi_w_2	0	age
211	phi_b_2	0	age-diff
