nd3	7
nd5	7
nd13	28
nd15	9
nd59	30
nd148	7
nd191	7
nd30	7
nd70	29
nd19	28
nd21	29
nd43	29
nd49	9
nd73	9
nd161	1
nd165	1
nd205	1
nd74	2
nd100	11
nd50	29
nd54	1
nd85	11
nd91	11
nd185	7
nd86	1
nd87	1
nd88	7
nd44	11
nd78	31
nd168	7
nd190	7
nd225	1
nd233	1
nd56	63
nd199	7
nd22	12
nd128	7
nd14	8
nd51	7
nd52	63
nd155	1
nd163	7
nd8	7
nd9	1
nd17	1
nd23	30
nd90	28
nd24	63
nd33	29
nd47	0
nd61	29
nd64	0
nd79	29
nd119	7
nd120	28
nd154	31
nd80	0
nd136	0
nd48	63
nd137	31
nd34	0
nd208	7
nd26	11
nd27	11
nd37	31
nd118	28
nd38	1
nd28	1
nd40	9
nd101	9
nd109	1
nd126	9
nd151	28
nd152	9
nd102	28
nd36	31
nd143	7
nd144	7
nd195	0
nd10	0
nd11	7
nd31	28
nd46	28
nd57	10
nd93	31
nd215	31
nd94	0
nd108	0
nd58	7
nd157	0
nd32	11
nd81	9
nd12	0
nd95	0
nd160	1
nd122	7
nd145	3
nd96	63
nd150	63
