root	0
nd5	7
nd17	28
nd33	9
nd43	9
nd51	2
nd53	29
nd63	83
nd113	33
nd133	0
nd64	30
nd70	118
nd54	107
nd85	87
nd86	77
nd52	66
nd81	107
nd119	75
nd82	7
nd90	123
nd143	123
nd44	11
nd36	1
nd49	83
nd80	119
nd115	119
nd50	108
nd106	126
nd39	29
nd61	107
nd88	125
nd2	0
nd14	7
nd25	9
nd37	12
nd60	12
nd71	37
nd95	12
nd96	119
nd38	9
nd41	118
nd42	7
nd47	108
nd97	119
nd168	119
nd181	0
nd98	1
nd127	7
nd48	31
nd57	64
nd93	0
nd94	102
nd26	63
nd55	12
nd76	42
nd56	63
nd65	67
nd77	67
nd84	76
nd129	119
nd78	107
nd111	116
nd131	126
nd154	125
nd112	34
nd66	63
nd73	57
nd107	25
nd74	94
nd147	103
nd23	7
nd29	0
nd67	56
nd68	86
nd30	0
nd140	125
nd46	74
