root	16
nd2	16
nd6	5
nd14	5
nd50	5
nd88	5
nd94	5
nd134	5
nd176	5
nd89	5
nd114	5
nd152	5
nd188	5
nd153	5
nd115	5
nd124	5
nd132	5
nd150	5
nd221	5
nd15	5
nd85	5
nd92	5
nd93	5
nd110	5
nd120	5
nd180	5
nd216	5
nd121	5
nd7	16
nd10	16
nd12	0
nd40	0
nd44	0
nd140	0
nd99	0
nd107	0
nd130	0
nd139	0
nd186	0
nd200	0
nd45	0
nd127	0
nd129	0
nd158	0
nd174	0
nd175	0
nd206	0
nd211	0
nd159	0
nd173	0
nd41	0
nd119	0
nd77	0
nd155	0
nd13	5
nd21	5
nd80	5
nd104	5
nd144	5
nd18	5
nd22	5
nd26	5
nd52	5
nd218	5
nd226	5
nd27	5
nd30	5
nd74	5
nd108	5
nd178	5
nd179	5
nd31	5
nd61	5
nd23	5
nd28	5
nd36	5
nd38	5
nd55	5
nd82	5
nd113	5
nd47	5
nd62	5
nd37	5
nd71	5
nd147	5
nd166	5
nd48	5
nd64	5
nd11	5
nd97	5
nd5	5
nd8	5
nd9	5
nd79	5
nd86	5
