nd203	108
nd267	4
nd268	87
nd225	87
nd226	16
nd150	81
nd128	105
nd157	98
nd233	29
nd234	84
nd140	120
nd209	2
nd210	86
nd88	108
nd161	108
nd173	108
nd174	87
nd251	79
nd252	4
nd156	12
nd151	98
nd152	105
nd132	120
nd92	34
nd153	108
nd169	81
nd170	26
nd273	104
nd274	6
nd246	14
nd163	67
nd213	8
nd253	108
nd254	0
nd46	120
nd115	67
nd129	86
nd130	108
nd255	52
nd256	16
nd279	87
nd280	1
nd195	105
nd196	14
nd211	11
nd212	29
nd207	55
nd259	12
nd260	120
nd192	67
nd185	34
nd186	108
nd159	105
nd261	120
nd262	4
nd79	64
nd103	0
nd104	108
nd229	98
nd230	84
nd201	87
nd202	98
nd184	25
nd112	120
nd107	0
nd215	83
nd216	120
nd231	79
nd232	8
nd223	12
nd224	87
nd187	108
nd235	4
nd236	35
nd239	120
nd240	4
nd265	108
nd134	108
nd99	98
nd100	120
nd73	105
nd74	10
nd57	65
nd177	83
nd249	55
nd250	1
nd181	9
nd182	87
nd136	87
nd217	34
nd275	1
nd276	15
nd219	29
nd277	1
nd278	107
nd243	0
nd269	2
nd270	79
nd144	81
nd126	78
nd193	55
nd194	84
nd237	35
nd238	6
nd241	13
nd257	14
nd258	87
nd175	12
nd176	23
nd120	16
nd67	120
nd263	9
nd264	13
nd221	15
nd222	108
nd171	120
nd172	87
nd93	82
nd281	57
nd282	7
nd271	36
nd272	120
nd247	87
nd248	4
nd198	52
nd96	120
nd189	37
nd227	87
nd228	16
