nd18	7
nd22	7
nd29	1
nd31	7
nd99	31
nd110	57
nd48	28
nd69	0
nd125	0
nd126	115
nd252	71
nd70	63
nd75	6
nd174	108
nd202	47
nd289	98
nd102	28
nd184	64
nd193	103
nd82	31
nd119	1
nd139	37
nd239	67
nd240	103
nd311	9
nd312	103
nd57	2
nd73	30
nd91	0
nd103	67
nd169	119
nd323	37
nd324	74
nd353	1
nd104	0
nd117	94
nd228	103
nd347	1
nd127	1
nd131	14
nd155	70
nd245	99
nd246	100
nd291	76
nd156	118
nd132	119
nd92	47
nd74	106
nd168	98
nd188	120
nd210	125
nd248	103
nd42	7
nd87	1
nd93	104
nd138	87
nd163	116
nd164	85
nd192	122
nd258	103
nd287	74
nd288	103
nd94	1
nd107	108
nd153	87
nd181	102
nd296	102
nd182	122
nd273	119
nd274	125
nd154	117
nd108	9
nd112	86
nd190	103
nd88	0
nd113	0
nd115	7
nd129	1
nd133	108
nd196	77
nd134	118
nd225	119
nd318	119
nd226	77
nd214	75
nd116	108
nd114	84
nd171	74
nd254	100
nd285	0
nd172	126
nd249	6
nd20	0
nd35	9
nd51	9
nd67	3
nd123	107
nd310	103
nd382	103
nd176	119
nd233	16
nd264	4
nd267	45
nd268	46
nd234	74
nd279	29
nd280	77
nd124	87
nd144	87
nd152	107
nd68	87
nd200	74
nd238	43
nd52	28
nd55	10
nd85	0
nd122	33
nd211	103
nd90	0
nd148	83
nd149	37
nd186	103
nd215	119
nd261	0
nd216	103
nd229	1
nd255	0
nd293	0
nd56	8
nd98	51
nd60	16
nd142	66
nd166	126
nd62	2
nd80	85
nd146	26
nd220	6
nd243	6
nd281	6
nd282	6
nd302	6
nd66	12
nd77	57
nd160	118
nd298	77
