nd1	0
nd12	1
nd29	1
nd31	1
nd105	9
nd106	1
nd108	1
nd133	7
nd161	7
nd172	7
nd258	28
nd162	1
nd180	36
nd134	1
nd147	1
nd148	50
nd212	52
nd256	12
nd32	1
nd43	1
nd51	7
nd91	0
nd127	0
nd149	7
nd195	7
nd204	7
nd288	7
nd196	0
nd236	0
nd239	0
nd240	64
nd285	0
nd286	34
nd52	1
nd109	86
nd44	7
nd65	0
nd89	0
nd125	7
nd230	7
nd237	7
nd66	7
nd77	79
nd276	79
nd78	7
nd103	7
nd254	29
nd104	9
nd123	67
nd270	67
nd124	1
nd264	7
nd30	1
nd39	6
nd53	6
nd101	53
nd54	6
nd129	6
nd68	6
nd85	6
nd41	1
nd61	28
nd72	28
nd73	2
nd74	7
nd93	7
nd119	1
nd183	1
nd184	1
nd120	7
nd216	7
nd305	7
nd94	8
nd62	1
nd99	7
nd115	7
nd117	0
nd118	7
nd131	8
nd167	24
nd245	12
nd274	2
nd168	7
nd181	0
nd182	1
nd116	1
nd4	0
nd20	1
nd59	7
nd135	7
nd141	7
nd234	29
nd142	1
nd176	1
nd60	9
nd164	63
nd188	63
nd189	3
nd8	0
nd25	1
nd158	7
nd247	1
nd146	25
nd26	0
nd55	7
nd75	7
nd144	7
nd169	0
nd170	7
nd174	1
nd178	1
nd76	7
nd111	0
nd266	0
nd38	0
nd45	0
nd113	0
nd205	0
nd122	7
nd213	0
nd48	0
nd139	0
